,ResponseId,human1,human2,human3,human4,human5,human6,human7,human8,phuman1,phuman2,phuman3,phuman4,phuman5,phuman6,phuman7,phuman8,relneg1,relneg2,relneg3,relneg4,rsrm1,rsrm2,rsrm3,rsrm4,aut1,aut2,aut3,rel1,rel2,rel3,rel4,prel1,prel2,prel3,prel4,evound1,evound2,evound3,evound4,evound5,evound6,evound7,evound8,evound9,evound10,evound11,evound12,evound13,evound14,race,course,semester,gender,biomajor,religion
3403,R_1ococlWIn7w5Ayi,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,5,5,5,5,5,5,5,2,2,2,2,3,3,3,3,1,0,1,1,1,0,1,1,1,1,1,1,0,1,4,43,3,2,1,6
3404,R_1ODKkL4KQb4YbLg,3,3,3,3,3,3,2,3,4,3,4,4,3,2,4,3,1,1,1,1,3,3,3,3,1,6,6,5,5,5,5,5,5,5,5,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,43,3,1,1,2
3405,R_1ovaEKcl6rlUJ5p,4,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,4,5,3,4,4,2,3,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,4,43,3,1,0,6
3406,R_1QDzCrOBgINYwt1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,1,1,4,4,6,6,6,6,6,4,2,1,1,4,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,2,43,3,1,1,6
3407,R_1reJ3gSIP53FDLB,4,3,4,4,3,3,4,4,5,3,4,5,3,3,5,4,2,1,1,1,2,2,2,3,6,5,4,1,4,1,5,1,4,1,5,1,0,0,1,0,1,1,1,1,0,1,1,1,0,2,43,3,2,0,3
3408,R_1rGgJU8YCHZ2GYH,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,1,1,1,1,6,6,6,6,6,6,6,1,2,1,5,1,2,1,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,43,3,1,1,6
3409,R_216TKrDW4Xv8kvG,3,1,1,2,1,2,2,3,1,2,1,1,3,1,1,4,2,2,2,2,3,3,3,4,5,6,6,4,5,5,4,4,5,5,4,1,1,0,0,1,1,1,1,0,0,0,1,1,1,4,43,3,1,0,2
3410,R_21FIZ5hPYXjk9ya,5,4,4,5,5,2,5,4,4,4,2,4,4,2,4,4,1,1,1,1,5,5,5,5,5,5,5,1,4,3,3,1,4,3,3,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,43,3,2,0,2
3411,R_22LY7bXJUdZsPxS,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,1,1,1,1,2,2,2,2,6,6,6,1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,4,43,3,1,1,6
3412,R_22V5SA2trKDng41,3,4,4,3,4,3,3,4,3,4,4,3,4,4,4,4,1,1,1,1,6,6,6,6,6,6,6,4,4,3,3,2,4,3,4,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,43,3,1,1,2
3413,R_22x1DDhebaMq8Au,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,4,4,4,6,6,6,1,4,3,4,2,4,3,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,43,3,1,1,2
3414,R_238ZRviibnv9aL8,5,4,3,4,3,4,4,4,3,3,3,2,5,5,3,3,1,1,1,1,5,6,5,4,5,5,5,4,5,4,4,1,5,4,4,0,0,1,1,0,1,1,1,0,1,1,1,0,1,2,43,3,1,0,5
3415,R_24qsu3GhzCmoyG4,2,2,2,1,3,3,3,2,2,2,2,1,3,2,1,2,2,1,1,1,3,3,4,4,2,5,4,4,5,4,5,4,5,3,5,0,0,1,1,1,1,1,0,0,1,0,0,1,1,2,43,3,1,0,2
3416,R_265cpMW4tevWbMG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,3,2,2,5,5,5,2,4,2,4,1,4,2,4,1,0,0,0,1,0,1,1,1,1,1,1,1,0,4,43,3,1,1,7
3417,R_27KdLDnFSPgo7GA,5,5,5,5,5,5,5,5,4,2,4,4,4,4,4,4,1,1,1,1,2,2,2,2,6,6,6,2,4,2,2,4,5,4,4,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4,43,3,1,1,2
3418,R_2bTNakXBXt492av,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,5,4,4,3,4,4,3,3,3,3,3,3,3,3,1,0,0,0,1,1,1,0,0,0,1,0,0,0,2,43,3,1,1,6
3419,R_2CBqO5zdKN45Sao,3,4,4,3,4,5,3,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,5,5,5,2,3,3,4,2,3,3,4,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4,43,3,1,0,6
3420,R_2cd5oSftpMgS81n,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,6,6,6,6,1,6,6,1,3,1,5,1,2,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,2,43,3,1,0,6
3421,R_2D5YZmGbZsKHUdY,3,2,2,3,4,3,4,3,4,2,2,4,4,3,4,4,1,1,1,1,6,6,6,6,6,6,6,4,5,4,4,4,5,4,4,1,0,1,0,1,0,0,1,0,0,1,0,1,1,2,43,3,1,1,7
3422,R_2dEb1lgATcDw4Yc,4,4,4,4,4,4,4,3,2,2,2,3,3,2,2,3,3,3,2,4,3,4,4,4,5,5,5,4,5,4,4,4,4,3,4,0,0,1,1,1,1,1,1,0,1,1,0,0,0,4,43,3,2,1,2
3423,R_2dnAfWTvbfbUiPf,4,2,4,4,3,3,4,4,4,3,4,4,4,4,4,4,1,1,1,1,4,5,5,5,2,5,5,2,5,4,4,2,4,4,4,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,43,3,2,1,2
3424,R_2e2Vht4lSRA2R3d,4,4,5,4,4,5,4,4,4,4,5,4,5,4,4,4,2,1,1,1,4,4,4,5,5,5,5,2,2,2,2,1,3,2,2,1,0,1,1,0,1,0,1,0,1,0,1,1,0,4,43,3,2,0,6
3425,R_2E4rQ59CojawAHG,3,3,3,4,4,3,3,3,2,2,2,4,3,2,4,3,2,2,2,2,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,1,0,1,0,1,1,1,0,0,0,1,0,0,0,2,43,3,2,0,3
3426,R_2EfMfV0eo47hOoi,4,2,4,2,4,4,2,2,3,2,2,4,2,2,2,4,2,2,2,2,3,3,3,3,5,5,5,3,5,4,4,3,5,4,4,0,0,1,0,1,1,1,0,0,1,1,1,1,0,3,43,3,1,1,2
3427,R_2scFnukDDYO7qcX,4,2,4,4,4,2,4,5,5,3,3,5,3,3,4,4,1,1,1,1,5,5,5,5,6,6,6,1,1,1,2,1,2,1,3,1,0,1,1,0,1,1,0,0,1,1,1,0,1,2,43,3,2,0,6
3428,R_2SuhpfqbGsJF2F3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,6,6,6,6,6,6,6,1,4,1,1,1,4,1,4,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,43,3,1,1,2
3429,R_2tnCdBLsMrsqydm,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,3,5,5,5,5,5,5,3,4,4,4,4,4,4,4,0,1,1,1,1,0,1,0,1,1,0,1,0,1,2,43,3,2,1,3
3430,R_2TsJ4G7dUILvXdN,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,1,1,1,1,3,3,3,3,6,6,6,4,3,3,2,4,3,3,3,1,0,1,1,1,1,1,1,0,1,1,1,1,0,2,43,3,1,0,3
3431,R_2UfrxwHFP1kfnxy,4,2,3,4,2,2,3,4,3,4,4,3,4,4,3,4,2,2,2,2,2,2,2,2,5,5,5,2,3,2,4,2,4,2,4,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,43,3,1,1,6
3432,R_2uVcVKzxOrT7Zqa,3,3,4,4,4,4,4,4,4,3,4,4,4,4,5,4,2,1,1,1,3,3,2,3,6,6,5,1,5,4,4,2,5,4,4,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,43,3,1,0,2
3433,R_2w5Ho9atQeFAnDZ,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,1,1,5,6,6,6,6,6,6,2,3,2,5,1,3,2,4,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,43,3,2,1,1
3434,R_2wbn9sEvSrzqBQU,4,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,3,3,3,5,5,5,2,4,3,3,1,4,3,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,3,43,3,2,0,7
3435,R_2WCgwq2x1cgghqk,4,2,2,3,3,3,4,4,3,3,3,3,3,3,3,4,5,1,3,1,2,2,2,2,4,4,4,3,5,4,4,2,5,4,4,1,0,1,1,1,1,1,1,0,0,0,0,0,0,4,43,3,1,0,2
3436,R_2wGEiopndMeJVbH,4,4,3,4,3,4,4,5,3,4,4,4,5,4,4,5,1,1,1,1,4,4,4,4,6,6,6,2,3,3,4,2,3,3,4,1,1,1,0,1,1,1,1,1,0,1,1,0,0,2,43,3,1,1,8
3437,R_2WNZcJ0Cl9IH3oO,1,1,1,1,2,2,1,3,1,2,3,1,3,2,1,3,3,2,2,1,4,4,3,3,4,4,4,5,5,5,3,4,5,5,4,0,0,1,1,1,1,1,0,0,0,1,0,0,0,4,43,3,1,0,2
3438,R_2XbdAdo3BPQWlLo,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,6,6,6,6,6,6,6,3,4,4,4,1,3,3,3,0,0,1,0,1,1,1,1,1,1,1,1,0,1,2,43,3,2,0,3
3439,R_2xY0jwyQVSgGPMa,4,3,4,4,3,4,4,3,4,4,5,5,5,5,5,4,1,1,1,1,2,2,4,4,5,4,4,2,3,3,1,2,3,1,2,1,0,1,1,1,1,0,1,1,1,0,1,1,0,2,43,3,1,0,3
3440,R_2YX3L5GBrCGnzDU,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,2,2,2,2,3,3,3,3,2,5,5,2,2,2,2,2,2,2,3,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,43,3,1,1,6
3441,R_31F9xHiG2d7YBhO,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,5,5,5,5,5,5,2,5,4,5,3,5,4,5,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,43,3,2,1,2
3442,R_31zT9rZkoBsprK1,5,3,3,5,5,5,5,5,5,1,1,5,5,1,5,5,1,1,1,1,6,6,6,6,6,6,6,3,2,3,3,4,3,3,3,1,0,1,0,1,1,1,1,0,1,1,1,0,1,2,43,3,2,1,1
3443,R_32OPBvxOh1X1E1p,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,1,1,6,6,6,6,6,6,6,1,2,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,43,3,2,0,6
3444,R_3DteMh1MHT0rfK5,3,5,5,3,5,5,3,5,2,4,4,3,4,4,3,4,1,1,1,1,2,3,3,3,1,6,6,1,5,1,3,2,4,2,3,0,1,1,0,1,1,1,1,1,1,1,1,1,0,3,43,3,1,0,7
3445,R_3hG6FiipBaq2RxU,4,4,5,5,4,4,5,4,4,3,4,4,4,3,5,4,1,1,1,1,2,3,3,3,5,5,5,2,5,3,3,3,5,3,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,43,3,2,0,4
3446,R_3HOA3zdX4dLy3k2,5,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,5,5,5,2,3,2,2,2,3,2,2,1,0,1,1,0,1,1,1,1,1,0,1,1,1,4,43,3,1,1,6
3447,R_3I60sJoaWZ5T40D,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,1,5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,43,3,1,1,2
3448,R_3j8anjzM4ojULhH,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,2,6,6,1,2,1,4,1,3,1,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,3,43,3,1,1,6
3449,R_3k1GX8849QJ23CV,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,4,4,6,6,6,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,43,3,1,0,6
3450,R_3L5PZtsSHssLwrS,3,5,5,4,5,5,4,5,3,3,5,4,4,5,4,4,6,1,1,1,1,1,1,1,2,4,5,1,5,5,5,1,5,5,5,1,0,1,1,0,1,1,1,0,1,1,0,0,1,3,43,3,1,0,2
3451,R_3Lj85dN5SDCc3yK,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,6,6,4,4,4,6,6,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,43,3,2,1,3
3452,R_3Mn6xBwyTNsWEP4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,5,4,5,4,4,4,5,4,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,4,43,3,2,0,2
3453,R_3MQJvt9bh0Jrzcf,2,2,4,3,2,2,2,4,2,2,4,2,2,2,2,4,1,1,1,1,4,4,4,4,6,6,6,4,5,4,4,4,5,5,5,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,43,3,1,1,2
3454,R_3nIPGZX7Ae3cJJy,2,3,3,2,3,3,2,4,2,3,2,2,3,4,2,3,2,2,2,2,4,4,4,4,5,5,5,4,5,4,4,4,5,4,4,1,0,1,1,1,1,1,0,0,0,1,1,1,1,4,43,3,2,0,2
3455,R_3NzikHF5b26V6RF,1,2,2,1,4,2,1,3,1,1,1,1,1,1,1,3,2,2,1,1,5,4,4,4,6,6,6,5,5,5,4,4,5,5,5,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,43,3,1,1,2
3456,R_3p2TJ2SfWs6I1In,4,4,4,5,4,4,4,4,5,4,4,5,4,4,5,4,3,2,2,1,2,3,4,3,4,3,3,3,4,3,5,2,4,2,5,1,0,1,1,1,1,1,1,0,1,1,1,1,1,4,43,3,1,1,2
3457,R_3pXBpEByR2fd5jX,5,4,4,4,4,4,4,5,5,4,5,5,4,3,5,3,1,1,1,1,3,3,3,3,2,6,6,1,2,1,3,1,2,1,4,0,1,1,1,1,1,1,1,1,1,0,1,1,1,4,43,3,1,0,6
3458,R_57sIWx1eJpbDLFL,5,5,5,5,5,5,5,5,5,3,3,5,5,1,4,3,1,1,1,1,6,6,6,6,6,6,6,3,5,5,5,4,5,4,4,1,0,0,0,1,1,1,0,0,1,1,1,0,1,4,43,3,2,0,5
3459,R_7Q944IqQEitQ4Pn,5,5,5,5,5,5,5,5,5,1,2,4,4,2,4,4,1,1,1,1,5,5,5,5,5,5,5,4,5,5,5,4,4,4,3,1,0,1,1,1,1,1,0,0,1,1,1,0,0,4,43,3,1,1,2
3460,R_A1l0TBnJFpUgaUp,2,4,4,2,5,5,4,5,2,5,5,4,5,5,4,4,1,1,1,1,3,3,3,3,1,6,6,4,5,5,5,4,5,5,5,1,0,1,1,1,1,0,1,1,1,1,1,1,0,2,43,3,1,1,5
3461,R_AyTfSa7VcIj4twJ,4,4,4,4,4,4,4,4,3,5,5,5,3,3,3,3,1,1,1,1,6,6,6,6,6,6,6,2,4,2,2,2,5,3,3,0,0,1,1,0,1,1,1,1,1,1,1,0,0,4,43,3,1,1,6
3462,R_Op3K4s0mC5zDgOZ,4,4,5,4,4,4,4,4,5,1,1,5,5,1,5,5,1,1,1,1,3,3,3,3,3,3,3,1,1,1,2,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,43,3,2,1,6
3463,R_pfQ7CpbrnZ9DtsZ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,3,2,2,6,6,6,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,43,3,2,0,6
3464,R_pgtNsN7GkDa46E9,5,5,5,1,5,5,1,1,5,5,5,5,5,5,5,5,1,1,1,1,6,6,6,6,6,6,6,3,5,3,4,1,5,5,5,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,43,3,2,0,2
3465,R_PMaaiGCG4m0Goh3,3,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,1,1,1,1,2,2,2,2,6,6,6,2,4,3,4,1,4,4,4,0,0,1,1,0,1,1,1,0,1,1,1,0,0,2,43,3,1,1,2
3466,R_r0fmtM2lrJCpJex,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,2,2,1,5,5,5,6,6,3,5,5,2,4,3,3,2,4,3,3,1,0,1,0,1,1,1,0,0,0,1,0,1,0,2,43,3,1,0,2
3467,R_s6dIw45r0B2mVOx,3,3,2,3,4,3,4,4,4,3,3,3,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,2,4,3,3,2,5,3,4,0,0,1,0,1,1,1,0,0,1,1,1,0,0,3,43,3,1,0,2
3468,R_saHBkmqlbiRi4eZ,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,3,4,4,4,3,4,4,4,1,0,1,1,1,1,1,1,0,1,1,0,0,0,3,43,3,1,0,2
3469,R_TdXN24Db4v4xUrL,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,5,5,5,2,4,2,2,2,4,2,3,1,0,1,1,1,1,1,1,0,1,0,1,1,0,2,43,3,2,1,6
3470,R_umrXme3nSmO1y6t,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,1,1,1,1,4,4,4,4,5,5,5,1,3,1,1,1,3,3,3,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,43,3,1,0,6
3471,R_wX0K6o8Os4vizFn,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,5,5,5,5,6,6,6,3,5,4,4,3,5,2,3,1,0,1,1,1,1,1,0,0,1,0,0,0,0,2,43,3,2,1,5
3472,R_XGNpiLQsKt26dLb,2,3,4,4,4,4,2,4,4,5,2,2,5,5,2,4,2,1,3,5,6,5,2,2,4,5,5,3,4,4,5,3,4,4,5,0,0,0,1,1,0,1,1,0,1,0,1,1,0,2,43,3,2,1,1
3473,R_Xn3VeXCwayXswZr,1,2,3,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,4,4,4,4,5,5,5,5,1,0,0,1,1,1,1,1,1,1,1,1,1,0,4,43,3,1,1,2
3474,R_Z4Oh3MQ2BZtPRIt,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,2,2,2,2,4,5,5,5,2,5,5,1,3,1,1,1,3,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,3,43,3,2,0,6
3475,R_0JkynDJQjaqyjgR,3,2,4,3,2,2,3,4,3,2,4,3,4,4,4,4,2,2,2,2,5,5,5,5,3,6,5,5,5,5,5,4,5,4,4,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,44,3,2,0,7
3476,R_10Gya5s1V2sTFf2,1,2,1,1,2,2,1,3,3,3,3,2,3,4,4,4,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,1,0,1,0,1,1,1,1,0,4,44,3,1,0,2
3477,R_111Qtp6UbdU06K4,3,3,2,3,3,4,3,4,4,3,3,4,4,4,4,4,2,1,1,1,3,5,5,5,5,4,4,5,5,5,3,5,5,5,5,1,0,1,0,1,1,1,1,0,1,1,0,0,0,3,44,3,1,0,2
3478,R_117sP3zeicfa9bf,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,1,1,1,1,5,6,5,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,0,0,0,1,1,1,4,44,3,2,0,2
3479,R_1DO9OB7vIWlMPgJ,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,1,1,1,0,0,1,0,1,0,4,44,3,1,0,2
3480,R_1Dwq0cfMVRKJX6K,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,6,6,6,6,2,3,3,2,3,3,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,44,3,2,0,6
3481,R_1eKPBSVl5XbJfIY,2,2,4,2,2,4,2,4,2,4,4,1,4,5,1,5,1,1,1,1,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,0,0,1,1,1,1,1,1,0,1,1,0,0,0,3,44,3,2,0,2
3482,R_1f7LlS7SGCnGGII,4,2,4,4,3,2,4,4,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,2,3,4,4,4,4,4,4,4,4,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,4,44,3,1,0,2
3483,R_1Fz9QZP7q9QUCHr,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,4,4,4,5,4,4,4,4,4,4,0,0,1,1,0,1,1,0,1,1,1,0,1,0,4,44,3,1,0,2
3484,R_1IydHu4SIf5felu,2,2,3,3,4,3,3,3,3,4,3,3,4,4,4,4,1,1,1,1,4,4,4,4,2,2,3,5,5,5,5,5,5,5,5,0,0,1,1,0,1,1,1,0,1,1,1,1,1,4,44,3,1,0,2
3485,R_1kRcOuWAOnEMpIb,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,2,2,5,6,5,5,4,5,5,4,5,4,4,4,4,4,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,44,3,1,0,2
3486,R_1l4SJxADsb87aFw,2,3,3,2,3,3,2,3,2,3,3,2,3,3,4,4,2,2,2,2,4,5,4,5,5,5,5,5,4,5,3,5,5,4,4,0,0,0,1,1,1,1,1,0,1,1,0,1,0,4,44,3,1,0,2
3487,R_1LUrvdlpcwUbZEx,3,2,2,3,2,2,3,3,3,3,5,3,4,4,3,3,1,1,1,1,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,44,3,2,0,2
3488,R_1mPnp7VuDhRubxh,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,1,1,1,1,6,6,6,6,2,2,2,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,44,3,2,0,2
3489,R_1NCg4OKDNi0MR2t,1,1,3,2,2,2,3,3,3,3,3,4,3,3,3,3,1,1,1,1,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,1,1,1,1,1,1,0,0,0,4,44,3,2,0,2
3490,R_1NFeLPTQRMejJkv,4,4,5,4,4,5,3,4,5,5,5,5,5,5,5,5,1,1,1,1,3,6,6,6,3,4,3,5,5,5,5,5,5,5,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,44,3,1,0,2
3491,R_1nQ2pwTXI7hiRL6,1,2,4,4,3,1,5,1,4,2,4,4,2,2,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,1,1,1,1,0,1,1,1,1,0,4,44,3,2,0,2
3492,R_1ohZrTmQSZskU4h,1,3,3,1,4,4,1,3,1,3,3,2,3,4,2,4,1,1,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,4,44,3,2,0,2
3493,R_1Q4uyWXJ1BQeCyc,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,5,1,1,1,1,4,5,5,5,6,5,5,3,4,3,5,1,3,2,4,0,0,1,0,1,1,1,1,1,1,1,0,1,0,4,44,3,1,0,2
3494,R_1QshvmkllmxoIhB,2,2,2,2,3,3,3,4,3,2,2,3,3,3,4,4,2,2,2,2,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,0,0,1,0,1,1,1,1,0,1,1,1,1,0,4,44,3,1,0,2
3495,R_20UtU7aGza8VuwS,1,2,1,1,2,2,1,4,1,2,1,2,2,1,2,3,1,1,1,1,1,4,3,4,3,3,3,5,5,5,5,5,5,5,5,0,0,0,1,1,1,1,1,1,0,1,1,1,1,4,44,3,2,0,2
3496,R_22LnW8DnYHjHDvl,1,1,2,1,3,3,1,3,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,0,0,1,0,1,1,1,0,1,1,0,0,1,0,4,44,3,2,0,2
3497,R_234fmWMGxD99QPn,3,3,2,3,3,2,3,3,3,2,2,3,2,2,3,3,2,2,2,2,4,2,4,4,2,3,2,4,5,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,44,3,2,0,2
3498,R_245ChL0MJFmIhAn,4,4,4,3,4,4,3,4,5,4,4,4,5,5,4,5,1,1,1,1,6,6,6,6,1,6,6,1,1,1,1,5,5,5,5,0,0,1,1,1,1,1,1,0,1,1,0,1,0,4,44,3,1,0,2
3499,R_248VeePbr4LuK8K,4,4,4,3,4,5,3,5,4,4,4,4,4,4,4,4,1,1,1,1,2,4,4,4,5,5,5,5,5,4,4,5,5,4,4,1,0,1,1,1,1,1,0,1,1,1,1,1,0,4,44,3,2,0,2
3500,R_24hLZJebCqhT4iX,3,3,3,1,4,4,1,4,3,4,4,2,4,4,3,4,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,1,0,0,1,1,1,1,0,0,4,44,3,1,0,2
3501,R_25vDZlRak8jCqAI,2,2,4,2,4,4,2,4,3,4,4,3,4,4,3,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,44,3,1,0,2
3502,R_26euKjJLYyKOSK2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,1,4,4,4,4,3,3,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,44,3,1,0,2
3503,R_27DNU6VDah1hpAi,2,2,2,2,2,2,2,4,3,2,3,3,3,3,3,3,2,2,2,2,2,3,2,4,5,4,4,5,5,5,5,5,5,5,5,0,0,1,1,1,1,1,0,1,0,1,0,1,0,4,44,3,1,0,2
3504,R_2BfCSHmHIfwHbAw,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,1,1,0,1,1,1,1,1,1,4,44,3,2,0,2
3505,R_2BhpJGQsH11NPqA,1,2,2,1,1,2,1,3,1,1,1,2,2,1,4,3,3,1,3,1,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,1,0,1,0,1,1,1,1,1,1,1,0,1,0,4,44,3,2,0,2
3506,R_2bNRM25dVqXI1d7,3,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,1,1,1,1,0,4,44,3,2,0,7
3507,R_2c0nCEMZSTFtjFN,1,3,1,1,4,4,1,5,4,4,5,1,4,4,1,4,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,0,0,1,0,1,1,1,0,0,0,1,0,1,1,4,44,3,2,0,2
